,price
683,2851
36264,939
7763,4284
1787,3051
53532,2712
23189,11250
35776,918
50541,2289
37409,987
18456,7534
28093,665
51731,2428
31609,770
4100,3538
20572,8915
2782,3257
46852,1816
25084,13710
23193,11255
38943,1059
32741,806
26865,16960
42123,1293
31774,776
48331,1978
21855,9971
15776,6327
4210,3569
5957,3950
7363,4223
19430,8110
24082,12308
26321,15873
46130,1754
21858,9972
22941,11045
24483,12829
20001,625
5099,3759
37462,990
14895,6012
14,345
40800,499
30125,723
17767,7177
35129,893
3297,3369
37889,1008
22987,631
15925,6388
1641,3018
42958,1381
36748,957
40353,1141
27968,658
23682,11781
27752,650
47682,1904
46810,1815
24088,12311
51572,2401
29564,706
5184,3780
12863,5372
7381,579
9822,4676
36831,478
33148,824
15736,6307
11253,4974
30101,722
31917,777
22023,10091
19106,7909
25007,13587
33186,462
24937,13506
7663,4274
34933,882
47800,1916
19135,7929
25005,13582
11726,5078
25482,14364
1683,3033
6250,4012
50081,2231
10556,4821
32831,810
8316,4395
8643,4455
28945,687
1606,3012
7923,4318
46434,1784
44089,1572
22851,10945
9670,589
1405,561
35065,891
12193,5197
6287,4022
44920,1641
14949,6037
52318,2516
13855,5653
5903,3937
7546,4250
12491,5262
27854,658
26704,16592
45208,1664
51142,2360
33274,827
17791,7190
34606,874
23157,11217
47388,1869
29846,713
42047,1286
16513,6612
9857,4682
826,2866
52285,2513
44664,1624
3991,3518
11946,5141
23095,11165
26349,15930
26930,17094
24313,637
6993,4157
46462,1786
170,2773
34100,854
53080,2640
9443,4600
5480,3842
50556,2290
23427,11480
40903,1187
45660,1709
35394,904
34175,467
40654,1168
33831,844
3348,3381
11482,5021
26919,17068
28748,683
34001,852
2910,3286
41460,389
52383,2530
8144,4362
25871,15091
50364,2271
53259,2668
37453,988
14891,6007
11701,596
8376,584
6714,577
40203,1127
25076,13691
44576,1614
39388,1080
34337,863
7256,4200
602,2838
5998,3962
7477,4239
3,334
23505,11566
18368,7481
18016,616
40997,1196
25379,14190
18419,7508
34849,379
15164,6105
43768,511
46174,526
26094,15466
9757,4664
30672,740
3393,567
5176,3775
32855,459
466,2818
16803,6720
24419,12743
41607,1243
43772,512
2423,3183
13784,5628
15144,6097
5301,3804
16813,6720
40069,1121
4338,3601
8523,4432
48748,2039
46667,1807
11766,5088
11820,5101
44790,1632
7198,4191
40829,1179
11955,5142
906,2877
8345,4399
28904,435
36478,946
13868,5656
26703,16589
39441,1081
20857,9116
40398,1147
39834,1105
21283,9474
1835,3062
32686,803
27616,18709
41656,1248
39115,1068
53402,2693
7590,4258
19914,8504
11611,5051
25420,14247
46781,1815
53290,2673
22680,10750
24378,12687
52167,550
17999,614
27618,18710
52328,2518
12437,5250
31988,781
11589,5049
20030,8550
25974,645
41024,1199
12409,5242
27604,18682
7608,4262
44411,1605
10130,4725
48171,535
18018,616
21687,9799
41006,1197
9762,4665
28943,687
25371,14177
46064,1749
34692,877
4692,3679
32240,789
49362,2120
45980,1743
37611,995
948,2889
33135,821
2014,3105
45903,1728
29366,701
50401,2276
33438,829
24227,12522
15565,6259
41892,1267
1249,2947
3520,3407
35832,920
34232,861
4052,571
37077,972
2598,3219
52536,2551
50375,2273
32085,787
28911,685
35073,891
13229,5480
7224,4195
33808,844
20776,9049
44951,1646
20077,8583
47721,1910
45948,1738
13720,5606
53678,2737
7208,4193
19077,7885
23721,11834
2349,3173
6880,4134
17701,7142
25583,14529
7583,4257
17468,7037
31617,770
24205,12483
4610,3665
29461,704
7655,4273
22442,10523
45778,1721
11505,5028
31948,779
31232,758
12965,5400
20110,8608
35986,926
28777,683
40333,1140
13243,5485
25994,15255
31840,776
53141,552
48247,1966
18069,7326
48450,1995
40259,1132
23050,11127
3784,3464
32118,788
391,554
23145,11206
43847,394
2766,3253
43325,1417
13190,5460
13220,5476
37576,993
31160,757
8922,4497
43989,1559
38548,1040
13551,5557
2909,3286
4904,3725
34423,868
7428,4232
42694,1355
11608,5051
20521,8874
49865,2195
26493,16239
16915,6773
34366,865
25979,645
36226,936
35522,473
11512,5028
36293,942
31906,776
9980,4705
6485,4063
35049,890
20198,8669
40910,1187
22098,10182
42091,1290
17734,7159
16310,6539
38581,1041
42062,1286
6121,3987
14578,5897
52936,2612
14601,5908
24821,13298
45974,1743
31607,770
44899,1637
8676,4459
51628,2409
40575,1158
47412,1873
25978,645
48242,1966
48227,1963
17421,7002
51717,2426
50496,544
36082,930
23500,11562
18187,7400
29627,707
41530,1239
21891,10011
23082,11156
32597,802
25172,13828
1879,3074
2614,3226
40963,1192
2297,3163
35364,901
45146,1662
2151,3129
9863,4682
30405,732
4558,3648
44001,1561
44846,523
43122,1400
30079,720
2206,3142
23726,11840
10001,414
45596,1699
42660,1350
8309,4392
26592,16462
22827,10920
43698,1446
47104,1841
29675,709
50008,2215
30321,730
51002,2343
22163,10266
3550,3417
49631,2161
5123,3763
18604,7610
31604,770
16045,6424
39167,491
52777,2590
30821,745
35390,904
8414,4407
4881,3720
8847,4483
31014,753
48149,1957
21773,9891
51775,2437
31032,754
38470,1036
16706,6666
51229,2367
20508,8869
22953,11062
42609,1343
35004,886
16990,6798
47007,1832
37595,995
9849,4679
26278,15847
37413,987
31060,755
4374,571
14202,5767
50518,544
30219,447
13498,5544
30307,730
31757,775
39646,1094
50114,2236
13359,602
28697,680
46031,1746
17171,6877
20828,9090
51133,2359
22410,10483
17957,7278
10034,591
25707,14724
52510,2548
23941,12156
38111,1017
30446,733
41842,1263
14770,5958
16757,6694
29104,694
10690,593
12086,5166
49412,2129
18162,7388
5817,3918
52358,2525
49232,2100
11869,5119
23750,11864
46861,1818
13830,5646
18459,7535
34826,373
7550,4252
44778,1631
36548,949
45133,1662
22347,10424
5831,3920
49170,540
36962,969
9610,4637
52748,2585
3533,3411
3837,3475
24603,13001
36906,965
44408,1605
35686,912
34991,886
30267,727
27186,17662
28994,687
3613,3429
115,2762
48712,2033
39488,491
7795,4295
48707,2032
46225,1760
29641,707
36579,951
24462,12799
19524,8193
9315,4580
4031,3528
45255,1667
54,404
13441,5533
47933,1930
43959,1555
53473,552
21983,628
17938,7273
41210,1216
34127,855
24763,13206
47888,1923
51130,2359
10188,4742
40514,1153
40570,1158
44309,1591
16472,6597
44509,522
16585,6644
30665,740
14931,6027
25254,13991
44477,1607
11940,5139
3070,3312
4862,3713
21589,9728
17467,7037
33515,462
44177,521
24233,12531
9161,4544
26618,427
42684,1354
30743,743
21708,9820
48635,2020
44109,1574
25352,14130
3185,3343
48218,1963
7172,4187
43308,1415
32636,802
48391,1986
36028,928
8874,4488
11004,4919
48214,1963
2912,3287
45802,1722
20781,9051
14152,5756
25187,13853
45393,1685
2197,3140
49610,2158
51873,2445
11248,4973
26456,16169
1797,3053
10366,593
18974,7832
31118,756
19368,8065
41037,1200
16383,6559
25123,13766
11290,4986
14118,5741
23552,11633
36947,968
19812,8414
945,2889
33888,847
8972,4509
14602,5909
37640,998
28121,666
10937,4903
40852,1181
48377,1985
23839,11990
3352,405
32414,798
9872,4685
41683,1250
17941,7274
41425,1237
30796,743
14055,5715
9202,4557
30366,731
11566,5042
2698,562
40888,1186
14395,5825
39034,1063
13820,5645
13845,5650
49234,2100
5293,3803
22101,10184
42516,1333
43365,1422
7734,4281
10851,4878
5887,3932
11924,5134
37329,984
52091,2485
26295,645
35158,895
3963,3509
40690,1170
1948,3087
52563,2553
31493,767
44631,1621
7125,4177
42173,1295
11305,4989
37151,977
13829,5646
17882,7239
201,2777
15688,6290
24490,12832
33670,840
13770,5624
7691,4277
24387,12698
11073,4931
47671,1902
24041,12244
10935,4902
23098,11167
15172,6108
7053,579
10923,4899
49530,2142
40098,1123
44815,1635
34208,858
15756,6320
40011,1115
39490,491
12840,5364
25524,14426
39883,1107
46870,1819
51452,2394
34049,854
24356,12654
41629,1245
1340,2961
23997,635
14560,5889
46374,1779
15794,6334
46889,1819
15955,6399
16340,609
22688,10760
25139,13787
23586,11666
15669,608
23631,11739
13537,5555
25802,14938
17760,7175
13044,5412
38366,1031
5290,3802
12333,597
26449,16140
37648,999
12976,5406
6667,4101
13341,419
20592,8928
12731,5324
38718,1049
22885,10977
30709,742
20734,9013
49431,2132
12614,5294
51937,2456
28115,666
10909,4898
30443,733
24925,13488
53213,2657
17739,7162
5072,3752
34284,863
29663,708
25365,14165
688,2852
5761,3900
25152,13811
37345,984
19913,8504
41103,1207
26227,15776
30259,727
40254,1131
14705,5935
43141,506
45613,1702
41186,1213
17981,7291
45294,1670
43234,1408
46402,1781
49091,2083
10958,4911
26944,17123
2026,3105
28629,680
17911,7256
44149,1577
22143,10226
32701,804
10191,4742
27279,17898
31809,776
29763,710
43603,1438
18878,7768
8616,4451
8580,4441
8299,4390
15843,6352
31872,452
46338,1776
50566,2293
8890,4493
28424,673
22933,11036
12436,5250
49179,2093
25597,14558
49910,2201
10806,4871
1861,3068
14102,5732
52221,2503
21185,9376
51192,2362
29000,688
19779,8387
49673,2167
3450,3390
40819,500
39940,1113
39324,1077
40252,1131
2930,3291
4094,3536
30769,743
23672,633
43163,1401
31769,776
24404,12723
50581,2294
24020,12220
12381,5236
37126,975
45620,1705
4464,3624
24402,12720
52020,2474
14911,6019
3739,571
44138,1576
29910,716
25144,13796
25700,14709
51941,2457
33618,838
13030,5411
13103,5433
45482,1692
9717,4657
53545,2717
22562,10663
39407,1080
18731,7677
3624,3431
10902,4892
166,2772
27411,18149
35734,916
9585,4633
19677,8291
2226,3145
2534,3206
6369,576
3336,3378
8298,4390
26479,16210
16938,6779
14368,5817
40110,1124
28291,667
29904,716
5663,3885
22252,10346
9099,4534
12091,5167
41735,1257
8100,4352
39152,490
45169,524
11809,5096
43029,1389
32883,811
32410,797
8778,4472
1955,3088
29002,688
32504,802
47978,1938
18992,621
51886,2449
51275,2372
2727,3247
6913,4140
17253,6928
52628,2564
48882,2052
20948,9205
24546,12916
51722,2426
3182,3342
18535,7577
16093,6448
2412,3180
20941,9199
10199,4743
19722,8333
27850,657
14212,5771
35926,923
27001,17186
47062,1838
3173,3340
48994,2066
32062,787
25100,13731
31090,756
26648,645
3807,3468
20791,9063
11041,596
37417,987
43745,1453
15833,6349
15012,605
25191,13867
36481,946
42528,1333
53777,2756
45883,1727
27170,17605
24149,12392
43416,1429
22118,10209
29807,710
16400,6564
5022,3749
27891,432
8863,4486
606,2839
14870,5999
26056,15393
20658,625
51666,2416
11080,4932
48924,2058
24231,12530
8743,4466
41405,1235
856,2870
1926,3084
14581,5898
34821,373
26000,15265
8785,4475
19152,7943
27817,655
23188,11248
42269,1308
9402,4588
30107,722
17017,612
34260,863
44,403
2812,3265
48075,1949
46530,1788
23566,11644
48913,2057
34804,880
50033,2221
11861,5113
41816,504
14628,5918
20484,8852
42258,1307
4604,3663
5816,3917
47731,1911
19729,8341
46233,1760
13170,5456
15492,6222
38903,1056
51499,544
6435,4049
50668,2307
38358,1031
19742,8353
53380,2690
34564,872
24776,13229
14405,5831
50894,2329
35991,926
41507,504
30192,446
2051,561
37270,982
44937,1644
1025,2904
33817,844
3073,3312
49433,2132
9467,4606
19481,8157
36508,477
42987,1385
6881,4134
45001,1654
32144,789
7884,4312
34615,874
535,2826
53765,2753
18648,7644
17616,7114
28528,675
10053,592
8823,4479
3796,3465
10244,4751
3926,3500
37407,986
5597,3872
1573,3007
12339,597
7343,4218
24195,12459
30038,720
14142,5751
41387,1235
17899,7246
35353,900
39789,1105
14570,5890
53597,2723
32587,802
10296,4764
50353,2270
39069,1064
27176,17614
28648,680
13805,5640
27635,648
50237,2251
22450,10538
9257,4564
36054,928
11047,4922
39768,1103
42502,1332
16760,6698
8819,4479
53235,2662
51988,2467
40730,1174
40616,1163
34857,471
17151,6865
13948,5692
5050,574
43362,1422
30272,728
31050,755
40607,1163
9216,4559
21460,9598
44000,1561
12402,5242
48110,1952
22659,630
10719,4851
44798,1633
4954,3734
39723,1100
42365,1320
26748,16700
31274,760
52725,2581
49993,2214
50796,2320
31022,753
13193,5461
33347,828
35850,475
27906,658
21108,9304
32843,811
19507,8181
39357,1079
6251,4013
45990,1744
41968,1274
1739,3038
28281,667
47561,1884
52654,2570
7765,4284
8203,4372
22088,10165
10256,4754
22457,10546
30715,742
16611,6657
23151,11209
37786,1007
38742,1050
45532,1694
40190,1125
26440,16112
51921,2453
27321,647
3429,3387
5248,3794
39146,1069
50523,544
45643,1708
5884,3931
48534,2004
44194,521
25305,642
16697,611
31989,781
13978,5701
19436,8114
25793,14918
19210,7983
9800,4672
46035,1746
36409,945
7513,4242
45879,1727
35054,890
23391,11435
31734,775
3059,3311
17475,7042
44029,1565
47825,1919
6711,577
3433,3387
30294,729
4044,571
34313,863
13572,5565
53721,2744
37433,988
26154,15609
18926,7805
12291,5224
44590,1616
22609,10706
49959,2208
2897,3283
31925,778
36093,931
14225,5775
7784,4291
44097,1572
8917,4497
12810,5353
13599,5578
23160,11220
23304,422
30365,731
36325,942
42066,1287
27429,18188
33994,852
33074,817
974,2893
14905,6018
22210,10313
15455,6207
45688,1712
52887,2604
35206,473
620,2840
17762,7177
3597,3427
9952,4702
41599,1243
21321,626
31206,758
29854,714
41897,1267
5418,3827
31070,755
48606,2016
36139,935
40921,1188
30364,731
19724,8334
24983,641
42776,1363
52203,2499
16022,6416
50768,2318
45321,1675
30433,732
22617,10711
2028,3105
12544,5280
48937,2060
232,2787
33081,818
13031,5411
34638,876
32446,799
23735,11848
3763,3459
11007,4919
36578,951
17477,7044
51163,544
7280,4201
15416,6187
34079,854
48616,2016
51834,547
21912,10028
15446,6202
2512,3201
4852,3713
5996,3961
20467,8840
44083,1571
36564,949
15571,6261
23640,11757
52339,2522
24887,13400
38394,1031
35567,909
50366,2271
24630,13047
38131,1018
15139,6097
38951,1059
11655,5062
6706,577
4570,3652
38550,1040
43750,1454
13677,5602
31591,769
7197,4191
17918,7258
33197,462
51845,2442
52579,2557
18416,7508
12406,5242
9639,4642
7453,4234
51563,2400
28764,683
27435,18198
102,2760
29839,713
17282,6945
27795,653
13885,5665
1722,561
17178,6884
34309,863
18360,7477
38240,1021
51034,2347
38691,1046
44867,1637
51952,2459
48745,2039
29367,701
30141,723
52541,2551
25646,644
20009,625
43867,394
52017,2473
51477,2396
24116,12343
8581,4441
49299,2110
46655,1806
29980,719
9700,4653
46457,1786
21694,9808
41014,1197
42665,1351
10272,4759
16004,608
53067,2635
1210,2939
45562,1698
13707,604
35779,918
1443,2976
31529,371
19988,421
34711,878
920,2879
805,2863
52079,2484
30010,720
12159,5186
47633,1895
40304,1136
13483,5543
48851,2048
31489,767
49139,2091
36260,939
32740,806
41173,1212
28366,670
24475,12822
23922,12117
46192,1758
34684,877
53373,2688
31518,368
18629,7632
21857,9972
37844,1007
1153,2924
21944,10055
52054,2479
1084,2911
19889,8480
11817,5101
3097,3322
23785,11923
48167,534
25120,13761
42890,1371
52026,2475
16219,6503
48679,2028
29745,709
4489,3629
35231,898
46833,529
11067,4928
4476,3626
29652,707
33739,844
3072,3312
7527,4246
18944,7814
47995,1940
43233,1408
2998,3304
16058,6435
48619,2016
18426,7513
4966,3737
42461,1331
31812,776
29123,694
12636,5302
19686,8298
3974,3512
48213,1963
43873,1546
52423,2536
32483,800
42906,1374
20591,8928
50635,2302
23170,11229
50060,2227
5493,3846
19121,7919
28293,667
8503,4427
57,405
19009,7835
33626,838
39394,1080
26110,15505
9292,4578
40191,1125
46883,1819
40946,1192
50731,2314
32444,798
35684,912
9913,4693
15448,6203
43752,1454
17268,6936
10270,4758
23652,631
16926,6776
32643,802
30384,732
26339,15917
36688,956
2838,3270
28667,680
23133,11194
11604,5051
34943,883
30466,734
39006,1061
84,554
47223,1846
20158,8640
49441,2135
11646,5058
36920,965
5180,3777
35471,906
2736,3248
10128,4725
39507,1084
13343,419
32261,789
9380,4586
41529,1239
24903,13445
13860,5655
553,2830
39430,1080
28267,666
23237,11314
32271,789
43921,1550
36335,942
34092,854
37891,1008
45219,1664
40550,1155
15787,6332
4587,3658
29076,692
42901,1374
50274,2259
48374,1984
47982,1939
9688,590
18651,619
36740,957
18499,7555
20161,8643
3879,3486
26933,17096
42954,1381
1745,3041
51022,2346
44665,1624
19851,8442
49822,540
44190,521
43986,1559
52097,2486
4973,3740
42467,1331
20645,8969
27365,18037
51537,2398
4549,3644
43147,506
7977,4327
12770,5338
29666,708
35300,900
18802,7724
28897,435
43259,1410
2488,3197
11603,5051
22196,10300
5064,3751
19088,7898
33821,844
13145,5447
49063,2079
30892,746
218,2782
35496,907
2655,3235
44197,521
36104,932
22487,10577
42649,1349
49974,2210
52273,2512
17763,7177
23430,11486
25110,13746
53055,2633
40401,1147
52883,2602
49167,540
28664,680
38815,1053
31571,768
4099,3537
25649,644
46912,1821
7131,4179
27823,655
7004,4158
25852,15047
5587,3871
46755,1814
18823,7737
41544,1240
33779,844
24425,12754
24136,12378
21367,9525
46400,1781
23134,11194
49373,2122
38355,1030
41306,1228
31460,766
4334,3601
30349,730
21933,10046
28370,671
15396,6178
15904,6377
9453,4603
27866,430
8673,4459
8460,4416
17677,613
13939,5689
38671,1046
33942,850
15227,6129
43069,1395
50335,2268
26320,15864
34871,472
32025,783
42283,1311
26953,17146
32903,812
11403,5003
32893,811
44438,1607
9439,4600
51931,2456
5635,3880
7983,4327
48216,1963
31437,765
46062,1749
34945,884
45153,1662
11724,5078
50059,2227
5320,3810
22226,10330
17783,7187
11880,5122
11366,596
11649,5058
23756,11870
33080,817
44691,1624
46191,1758
44927,1642
34976,886
33834,844
44837,523
29046,689
41483,504
37071,972
39342,1079
34151,855
42159,505
45867,1725
30339,730
45394,1685
32620,802
10790,4865
37884,1008
24117,12345
12707,5316
22251,10345
16623,6662
2002,3102
28256,666
30737,743
15573,6261
31152,756
8843,4482
42193,1295
38971,1061
15860,6354
42731,1357
14426,5836
22421,10497
13848,5651
13502,5546
14347,605
17085,6831
40763,1176
45949,1739
30269,728
6405,4043
10133,4727
14992,6048
9500,4616
6077,3975
32734,805
52417,2536
13191,5460
39569,1088
30387,732
37518,990
29662,708
2134,3124
16464,6597
39786,1104
17399,6990
9567,4629
15642,6288
51749,2431
22991,11074
49033,2074
1224,2940
5143,3769
7709,580
638,2841
39653,1094
21088,9293
37566,992
7733,4281
27263,17871
26221,15767
26509,16278
19974,421
36571,950
33127,821
20368,8772
7447,4234
51998,2469
3381,408
27830,655
28239,432
28210,363
23306,422
16547,6623
19906,8496
32237,789
44987,1651
12679,599
51037,2347
31562,767
49584,2153
6799,4118
10830,4873
35124,893
10515,4808
38905,1056
31258,760
13982,5701
11374,4999
10301,4764
11614,5052
13228,5480
41828,505
11071,4929
22316,628
7509,4242
36033,928
35679,912
13613,5584
53375,2688
5566,3864
5502,3849
20888,9139
24946,13532
1437,2975
46541,1790
10768,4861
42063,1287
44107,1574
22231,10333
36158,936
37353,984
40557,1156
9812,4672
41055,1200
16263,6522
7034,579
48765,2041
30359,730
52924,2609
3217,3352
175,2774
45007,1654
38909,1056
44823,1636
33413,828
744,557
42451,1330
47330,1859
44356,1598
20271,8728
46894,1819
39076,1064
2570,3212
49753,2177
11845,5107
40055,1119
47539,1882
43762,510
23032,11110
48357,1981
24104,12338
7095,4170
15426,6191
15674,608
26799,16789
35511,473
48299,1974
49019,2070
21455,9596
22511,10609
3223,3352
39814,492
8457,4416
21313,9503
41309,1228
15512,6235
1927,3084
43164,1401
45773,1721
52722,2581
8058,4338
10483,4799
41234,1219
5690,574
36841,479
1601,3011
35130,893
25090,13720
22720,10796
3244,3357
22327,628
37950,1013
52862,2596
3962,3509
11818,5101
47860,1919
10022,418
35720,914
50812,2323
1304,2956
3019,3309
14546,5885
11992,5152
52947,2613
15918,6384
53386,2690
424,2812
13187,5458
13083,5429
39751,1103
4118,3541
27648,648
24274,12591
28517,675
32171,789
50613,2298
41712,1254
49472,2139
19725,8334
11252,4974
36119,933
41655,1248
1208,2939
23867,12048
45035,1655
36166,936
53607,2724
48305,1974
50459,2285
47575,1885
14244,5780
29617,707
1929,3084
49653,2163
46381,1781
52918,2608
45108,1659
11780,5090
24401,12720
25564,14494
2216,3145
11320,4989
22966,630
30118,722
16314,608
22110,10200
1847,3064
881,2873
15615,6277
43809,516
